Siruta,Localitate,Cluster
140208,Banisor,3
140244,Benesat,3
140280,Bobota,3
140324,Bocsa,3
140379,Buciumi,3
140440,Camar,3
140477,Carastelec,3
140501,Chiesd,3
140547,Cizer,3
140583,Coseiu,3
140627,Crasna,1
140672,Creaca,3
140770,Cristolt,2
140823,Criseni,1
140869,Cuzaplac,3
140958,Dobrin,3
141027,Dragu,2
141081,Fildu De Jos,2
141134,Galgau,3
141232,Garbou,2
141312,Halmasd,2
141376,Hereclean,1
141447,Hida,3
141535,Horoatu Crasnei,3
141580,Ileanda,3
141722,Ip,3
141786,Letca,3
141884,Lozna,2
141946,Marca,2
142006,Maeriste,3
142079,Mesesenii De Jos,1
142122,Mirsid,3
142177,Napradea,3
142239,Nusfalau,1
142284,Pericei,3
142337,Plopis,3
142373,Poiana Blenchii,2
142426,Romanasi,3
142499,Rus,2
142550,Salatig,2
142612,Sag,3
142676,Sanmihaiu Almasului,3
142710,Somes-Odorhei,2
142774,Surduc,2
142854,Samsud,3
142881,Sarmasag,1
142952,Valcau De Jos,3
143021,Varsolt,3
143067,Zalha,2
143147,Zimbor,2
143450,Municipiul Sibiu,1
143487,Cristian,1
143502,Poplaca,2
143520,Rasinari,1
143557,Selimbar,1
143619,Municipiul Medias,1
143646,Tarnava,3
143682,Oras Agnita,1
143735,Oras Cisnadie,1
143771,Oras Copsa Mica,3
143806,Oras Dumbraveni,3
143851,Oras Ocna Sibiului,3
143888,Altina,2
143922,Apoldu De Jos,2
143959,Arpasu De Jos,2
143995,Atel,3
144054,Oras Avrig,1
144116,Axente Sever,3
144152,Bazna,3
144198,Biertan,3
144232,Barghis,3
144303,Blajel,3
144349,Brateiu,3
144376,Bradeni,2
144410,Bruiu,2
144456,Chirpar,2
144508,Carta,3
144535,Cartisoara,3
144553,Darlos,3
144599,Gura Raului,3
144615,Hoghilag,3
144651,Iacobeni,2
144713,Jina,3
144731,Laslea,3
144795,Loamnes,3
144866,Ludos,2
144893,Marpod,2
144928,Oras Miercurea Sibiului,3
144964,Merghindeal,2
144991,Micasasa,3
145042,Mihaileni,2
145104,Mosna,3
145140,Nocrich,3
145202,Orlat,3
145220,Pauca,2
145275,Poiana Sibiului,3
145293,Porumbacu De Jos,1
145355,Racovita,3
145382,Rau Sadului,2
145408,Rosia,3
145471,Sadu,1
145499,Oras Saliste,3
145603,Slimnic,1
145667,Seica Mare,1
145738,Seica Mica,2
145765,Sura Mare,1
145792,Sura Mica,1
145827,Oras Talmaciu,3
145907,Tilisca,3
145934,Turnu Rosu,3
145961,Valea Viilor,2
145998,Vurpar,3
146012,Alma,2
146021,Boita,2
146263,Municipiul Suceava,1
146281,Ipotesti,1
146325,Mitocu Dragomirnei,1
146370,Oras Salcea,1
146432,Scheia,1
146502,Municipiul Campulung Moldovenesc,1
146539,Municipiul Falticeni,1
146584,Oras Gura Humorului,1
146628,Municipiul Radauti,1
146655,Oras Siret,1
146708,Oras Solca,3
146744,Municipiul Vatra Dornei,1
146799,Adancata,1
146860,Arbore,3
146904,Baia,3
146931,Oras Milisauti,3
146995,Balcauti,3
147036,Bilca,1
147054,Bogdanesti,2
147072,Boroaia,3
147134,Bosanci,3
147161,Botosana,3
147205,Breaza,3
147241,Brodina,2
147358,Oras Brosteni,1
147465,Bunesti,3
147526,Cacica,3
147580,Calafindesti,2
147633,Oras Cajvana,1
147660,Ilisesti,3
147713,Carlibaba,3
147786,Cornu Luncii,1
147884,Crucea,3
147937,Darmanesti,1
148006,Oras Dolhasca,3
148097,Dolhesti,3
148131,Dorna-Arini,3
148202,Dorna Candrenilor,2
148293,Dornesti,1
148328,Dragoiesti,3
148382,Draguseni,2
148426,Dumbraveni,1
148453,Fantanele,3
148514,Forasti,3
148612,Oras Frasin,3
148667,Fratautii Noi,3
148694,Fratautii Vechi,3
148729,Frumosu,3
148765,Fundu Moldovei,1
148872,Galanesti,3
148916,Gramesti,3
148970,Granicesti,3
149049,Horodniceni,3
149101,Horodnic De Jos,2
149138,Iacobeni,3
149183,Izvoarele Sucevei,3
149227,Oras Liteni,3
149290,Marginea,1
149316,Malini,1
149370,Manastirea Humorului,3
149414,Moara,1
149502,Moldova-Sulita,3
149539,Moldovita,3
149584,Musenita,2
149655,Ostra,3
149682,Panaci,3
149753,Paltinoasa,3
149780,Partestii De Jos,3
149833,Patrauti,3
149851,Poiana Stampei,3
149931,Pojorata,3
149968,Preutesti,3
150043,Putna,3
150070,Radaseni,3
150114,Rasca,3
150178,Sadova,1
150196,Satu Mare,3
150221,Siminicea,2
150258,Slatina,3
150294,Straja,3
150310,Stroiesti,3
150356,Stulpicani,3
150418,Sucevita,3
150445,Saru Dornei,3
150524,Todiresti,1
150588,Udesti,3
150702,Ulma,2
150766,Vadu Moldovei,3
150891,Valea Moldovei,2
150935,Vama,1
150980,Vatra Moldovitei,3
151022,Veresti,3
151077,Vicovu De Jos,3
151095,Oras Vicovu De Sus,3
151120,Volovat,1
151157,Vulturesti,2
151246,Zamostea,2
151344,Zvoristea,3
151433,Comanesti,3
151442,Iaslovat,2
151451,Ciocanesti,3
151460,Serbauti,3
151479,Horodnic De Sus,1
151488,Fantana Mare,1
151497,Cosna,3
151503,Capu Campului,3
151512,Hantesti,3
151521,Burla,2
151530,Balaceana,2
151549,Hartop,2
151558,Voitinel,3
151567,Ciprian Porumbescu,2
151576,Berchisesti,3
151585,Poieni-Solca,2
151683,Municipiul Turnu Magurele,1
151709,Ciuperceni,2
151736,Islaz,3
151763,Lita,2
151790,Municipiul Alexandria,1
151816,Nanov,1
151834,Poroschia,3
151870,Municipiul Rosiori De Vede,1
151905,Oras Videle,1
151932,Crevenicu,2
151978,Oras Zimnicea,1
151996,Balaci,3
152038,Babaita,2
152083,Blejesti,3
152127,Bogdana,2
152172,Botoroaga,3
152234,Bragadiru,3
152252,Branceni,3
152270,Bujoreni,2
152314,Bujoru,2
152332,Buzescu,3
152350,Calinesti,3
152412,Calmatuiu,2
152467,Calmatuiu De Sus,2
152500,Cervenia,3
152528,Ciolanesti,2
152564,Contesti,2
152582,Cosmesti,2
152617,Crangeni,2
152662,Crangu,2
152724,Didesti,2
152760,Dobrotesti,3
152797,Dracsenei,2
152868,Draganesti De Vede,3
152902,Draganesti-Vlasca,3
152948,Furculesti,2
152993,Frumoasa,2
153026,Galateni,3
153062,Gratia,3
153106,Izvoarele,3
153124,Lisa,2
153151,Lunca,3
153204,Mavrodin,3
153240,Magura,3
153277,Maldaeni,3
153295,Mereni,3
153339,Marzanesti,3
153384,Mosteni,2
153400,Nasturelu,3
153437,Necsesti,2
153473,Olteni,2
153507,Orbeasca,1
153543,Peretu,3
153561,Piatra,3
153589,Pietrosani,2
153605,Plosca,3
153623,Plopii-Slavitesti,2
153696,Poeni,3
153776,Vitanesti,3
153829,Putineiu,2
153865,Radoiesti,2
153909,Rasmiresti,2
153936,Salcia,2
153972,Saceni,2
154013,Scrioastea,3
154068,Scurtu Mare,2
154139,Seaca,2
154166,Sfintesti,2
154184,Segarcea-Vale,3
154228,Silistea,3
154282,Silistea-Gumesti,2
154308,Sarbeni,2
154344,Slobozia Mandra,2
154380,Smardioasa,3
154415,Stejaru,3
154460,Suhaia,3
154497,Storobaneasa,3
154521,Talpa,2
154585,Tatarastii De Jos,2
154665,Tatarastii De Sus,3
154709,Toporu,2
154736,Traian,2
154754,Trivalea-Mosteni,2
154790,Troianul,3
154834,Tiganesti,3
154852,Vedea,3
154914,Viisoara,2
154932,Vartoape,2
154978,Zambreasca,2
154996,Nenciulesti,2
155083,Beciu,2
155092,Beuca,2
155109,Dracea,3
155118,Fantanele,2
155127,Frasinet,3
155136,Purani,2
155145,Saelele,2
155154,Uda-Clocociov,2
155243,Municipiul Timisoara,1
155261,Dumbravita,1
155289,Ghiroda,1
155314,Giroc,1
155350,Municipiul Lugoj,1
155403,Oras Buzias,1
155458,Oras Deta,1
155494,Oras Jimbolia,3
155528,Oras Sannicolau Mare,3
155546,Balint,3
155591,Banloc,3
155662,Bara,2
155724,Beba Veche,3
155760,Becicherecu Mic,1
155797,Belint,1
155840,Bethausen,3
155911,Biled,3
155957,Barna,3
156035,Bogda,3
156106,Boldur,3
156151,Brestovat,2
156213,Carpinis,3
156259,Cenad,1
156277,Cenei,3
156311,Cheveresu Mare,3
156357,Oras Ciacova,1
156437,Comlosu Mare,3
156473,Costeiu,1
156534,Criciova,2
156589,Curtea,2
156623,Darova,3
156669,Denta,3
156712,Dudestii Vechi,3
156767,Dumbrava,3
156801,Oras Faget,3
156927,Fardea,3
157004,Foeni,3
157031,Gavojdia,1
157086,Oras Gataia,1
157193,Ghizela,3
157246,Giarmata,1
157273,Giera,2
157317,Giulvaz,3
157362,Jamu Mare,3
157424,Jebel,1
157451,Lenauheim,3
157497,Liebling,1
157530,Lovrin,1
157585,Margina,3
157683,Masloc,1
157736,Manastiur,2
157781,Moravita,3
157834,Mosnita Noua,1
157898,Nadrag,3
157923,Nitchidorf,3
157969,Ohaba Lunga,2
158010,Ortisoara,1
158065,Peciu Nou,1
158109,Periam,1
158136,Pietroasa,2
158181,Pischia,1
158243,Racovita,1
158314,Oras Recas,1
158396,Remetea Mare,3
158449,Sacosu Turcesc,1
158528,Satchinez,3
158564,Sacalaz,1
158608,Secas,2
158653,Sanandrei,1
158699,Sanmihaiu Roman,1
158733,Sanpetru Mare,2
158779,Sag,1
158804,Stiuca,2
158859,Teremia Mare,3
158895,Tomesti,3
158966,Topolovatu Mare,1
159035,Tormac,1
159071,Traian Vuia,3
159142,Uivar,3
159213,Varias,1
159259,Victor Vlad Delamarina,3
159339,Voiteg,3
159366,Birda,3
159375,Checea,3
159384,Dudestii Noi,3
159393,Fibis,3
159400,Ghilad,3
159419,Gottlob,3
159428,Iecea Mare,3
159437,Parta,2
159446,Padureni,3
159455,Saravale,2
159464,Sandra,1
159473,Tomnatic,3
159482,Valcani,2
159491,Livezile,2
159507,Pesac,3
159516,Bucovat,1
159525,Otelec,3
159614,Municipiul Tulcea,1
159650,Oras Babadag,1
159687,Oras Isaccea,1
159730,Oras Macin,3
159767,Oras Sulina,1
159785,Baia,3
159847,Beidaud,2
159883,C.a. Rosetti,3
159945,Carcaliu,2
159963,Casimcea,3
160047,Ceatalchioi,2
160092,Ceamurlia De Jos,3
160127,Cerna,3
160172,Chilia Veche,3
160225,Ciucurova,3
160261,Crisan,3
160305,Daeni,3
160323,Dorobantu,2
160387,Frecatei,1
160430,Greci,3
160458,Grindu,2
160476,Hamcearca,2
160528,Horia,3
160564,Izvoarele,3
160617,Jijila,3
160644,Jurilovca,1
160680,Luncavita,3
160724,Mahmudia,3
160779,Maliuc,2
160831,Mihai Bravu,3
160877,Mihail Kogalniceanu,3
160911,Murighiol,1
160993,Nalbant,3
161035,Niculitel,3
161053,Nufaru,3
161106,Ostrov,3
161133,Pardina,2
161151,Peceneaga,2
161179,Sarichioi,1
161231,Sfantu Gheorghe,3
161259,Slava Cercheza,3
161286,Smardan,2
161302,Somova,1
161348,Stejaru,3
161384,Topolog,3
161464,Turcoaia,3
161482,Valea Nucarilor,3
161525,I.c.bratianu,2
161543,Vacareni,3
161552,Bestepe,3
161561,Valea Teilor,3
161794,Municipiul Barlad,1
161829,Municipiul Husi,1
161856,Oras Negresti,1
161945,Municipiul Vaslui,1
162014,Albesti,3
162069,Alexandru Vlahuta,2
162149,Arsura,2
162194,Banca,2
162327,Bacani,3
162381,Bacesti,2
162452,Balteni,2
162498,Berezeni,3
162559,Blagesti,2
162595,Bogdana,2
162693,Bogdanesti,3
162791,Bogdanita,2
162871,Botesti,2
162924,Bunesti-Averesti,2
163002,Codaesti,3
163057,Coroiesti,2
163137,Costesti,2
163208,Cretesti,2
163253,Danesti,2
163324,Deleni,2
163379,Delesti,3
163486,Dragomiresti,3
163618,Dranceni,3
163681,Duda-Epureni,3
163734,Dumesti,2
163789,Epureni,3
163832,Falciu,2
163903,Gagesti,2
163967,Gherghesti,2
164062,Garceni,2
164133,Grivita,3
164197,Hoceni,2
164277,Dimitrie Cantemir,2
164339,Iana,2
164393,Ivanesti,2
164543,Ivesti,3
164598,Laza,3
164687,Lipovat,3
164749,Lunca Banului,3
164829,Malusteni,2
164892,Miclesti,2
164936,Muntenii De Jos,3
164981,Oras Murgeni,3
165069,Oltenesti,2
165130,Osesti,2
165185,Padureni,3
165274,Perieni,3
165336,Poienesti,3
165416,Pogana,2
165470,Puiesti,3
165611,Pungesti,3
165719,Rebricea,2
165817,Rosiesti,2
165899,Solesti,3
165979,Stanilesti,2
166057,Stefan Cel Mare,2
166137,Suletea,3
166182,Tanacu,2
166235,Tacuta,3
166315,Tatarani,2
166413,Todiresti,2
166529,Tutova,3
166636,Valeni,2
166672,Vetrisoaia,2
166707,Viisoara,2
166770,Vinderei,3
166869,Voinesti,2
166985,Vulturesti,2
167035,Vutcani,2
167071,Zapodeni,3
167179,Zorleni,3
167222,Ibanesti,2
167231,Fruntiseni,2
167240,Rafaila,2
167259,Pogonesti,2
167268,Ciocani,2
167277,Cozmesti,2
167286,Dodesti,3
167295,Feresti,3
167302,Muntenii De Sus,3
167311,Pochidia,2
167320,Puscasi,3
167473,Municipiul Ramnicu Valcea,1
167641,Oras Baile Govora,3
167696,Oras Baile Olanesti,3
167794,Oras Brezoi,1
167909,Oras Calimanesti,3
167981,Municipiul Dragasani,1
168041,Oras Horezu,1
168130,Oras Ocnele Mari,3
168229,Alunu,3
168309,Amarasti,2
168372,Oras Babeni,1
168452,Oras Balcesti,1
168559,Barbatesti,1
168602,Oras Berbesti,3
168675,Berislavesti,3
168755,Boisoara,2
168791,Budesti,1
168880,Bujoreni,1
168960,Bunesti,2
169039,Cernisoara,2
169119,Caineni,3
169182,Copaceni,3
169253,Costesti,3
169306,Creteni,3
169351,Daesti,3
169404,Danicei,3
169547,Dragoesti,2
169583,Fauresti,2
169681,Fartatesti,3
169896,Francesti,2
169994,Galicea,3
170097,Ghioroiu,2
170168,Glavile,2
170220,Golesti,3
170346,Gradistea,3
170444,Gusoeni,3
170514,Ionesti,3
170612,Lalosu,2
170685,Ladesti,2
170792,Lapusata,2
170872,Livezi,3
170952,Lungesti,3
171021,Malaia,2
171067,Mateesti,3
171101,Maciuca,2
171209,Madulari,2
171272,Maldaresti,3
171325,Mihaesti,1
171469,Milcoiu,3
171539,Muereasca,3
171628,Nicolae Balcescu,3
171806,Olanu,3
171879,Orlesti,3
171931,Otesani,2
171995,Pausesti,2
172082,Pausesti-Maglasi,3
172153,Perisani,3
172279,Pesceana,2
172340,Pietrari,3
172377,Popesti,3
172457,Prundeni,3
172509,Racovita,3
172581,Roesti,2
172698,Rosiile,2
172812,Runcu,2
172894,Salatrucel,2
172947,Scundu,2
172992,Sinesti,2
173061,Slatioara,3
173132,Stanesti,2
173230,Stoenesti,3
173374,Stoilesti,3
173533,Stroesti,3
173597,Sutesti,3
173686,Sirineasa,3
173748,Stefanesti,3
173793,Susani,3
173855,Tetoiu,2
173935,Tomsani,3
174021,Vaideeni,1
174085,Valea Mare,2
174156,Vladesti,1
174218,Voicesti,2
174254,Voineasa,3
174290,Zatreni,2
174496,Titesti,2
174502,Diculesti,3
174511,Lacusteni,2
174520,Mitrofani,2
174744,Municipiul Focsani,1
174780,Campineanca,3
174824,Golesti,1
174860,Municipiul Adjud,1
174922,Oras Marasesti,1
175019,Oras Odobesti,1
175055,Oras Panciu,1
175126,Andreiasu De Jos,2
175206,Balesti,3
175224,Barsesti,3
175260,Boghesti,2
175368,Bolotesti,1
175439,Bordesti,3
175466,Brosteni,2
175509,Chiojdeni,2
175590,Ciorasti,3
175670,Campuri,3
175732,Carligele,3
175787,Corbita,2
175885,Cotesti,1
175938,Dumbraveni,1
175983,Dumitresti,3
176150,Fitionesti,3
176212,Garoafa,3
176301,Gugesti,1
176338,Gura Calitei,3
176445,Homocea,3
176506,Jaristea,3
176551,Jitia,2
176613,Maicanesti,1
176686,Mera,3
176748,Milcovul,1
176793,Movilita,3
176855,Nanesti,3
176891,Naruja,3
176944,Nereju,3
177003,Nistoresti,3
177101,Paltin,3
177236,Paunesti,1
177263,Poiana Cristei,2
177352,Pufesti,3
177405,Racoasa,3
177469,Reghiu,2
177557,Ruginesti,3
177600,Sihlea,3
177655,Slobozia Bradului,3
177726,Slobozia Ciorasti,3
177762,Soveja,3
177799,Straoane,1
177842,Suraia,1
177879,Tanasoaia,3
177986,Tataranu,3
178046,Tamboesti,3
178117,Tulnici,3
178180,Tifesti,3
178279,Urechesti,1
178313,Valea Sarii,2
178377,Vidra,1
178475,Vintileasca,2
178545,Vizantea-Livezi,3
178607,Vanatori,1
178689,Vartescoiu,3
178750,Vrancioaia,2
178821,Vulturu,1
178885,Negrilesti,2
178894,Ploscuteni,3
178901,Popesti,1
178910,Paulesti,3
178929,Biliesti,3
178938,Gologanu,1
178947,Obrejita,2
178956,Rastoaca,3
178965,Spulber,2
179132,Municipiul Bucuresti,1
179221,Oras Bragadiru,1
179249,Chiajna,1
179285,Oras Chitila,1
179310,Dobroesti,1
179347,Glina,1
179383,Jilava,1
179409,Oras Magurele,1
179463,Mogosoaia,1
179481,Oras Otopeni,1
179515,Oras Pantelimon,1
179533,Oras Popesti Leordeni,1
179551,Oras Voluntari,1
179588,Copaceni,1
179604,Poienile Izei,2
179613,Sieu,3
179622,Grosii Tiblesului,3
179631,Treznea,3
179640,Vulcana-Pandele,3
179659,Negrilesti,3
179677,Camin,3
179686,Dumitrita,3
179695,Simisna,2
179702,Traian,3
179711,Vladeni,3
179720,Poiana Ilvei,3
179739,Malu,3
179748,Cosoba,3
179757,Herasti,3
179766,Isvoarele,2
179775,Sabareni,3
179784,Boranesti,2
179793,Buesti,2
179800,Maia,2
179819,Ograda,3
179828,Rosiori,2
179837,Coas,3
179846,Coltau,3
179855,Gardani,2
179864,Oncesti,3
179873,Agris,3
179882,Ciumesti,2
179891,Raciu,3
179908,Pietrari,2
179917,Rau Alb,2
179926,Rascaeti,3
179935,Persinari,3
179944,Runcu Salvei,2
179953,Ciceu- Mihaiesti,3
179962,Galbinasi,2
179971,Colelia,2
179980,Marculesti,3
179999,Moldoveni,2
180000,Platonesti,2
180019,Sarateni,2
180028,Porumbesti,2
180037,Boghis,3
180046,Gura Ialomitei,3
180055,Crivat,2
180064,Barbulesti,2
180091,Racsa,3
